incumbent,party,votes,votes_percent,candidate_name,description,geography,precincts_reporting,slug,race_name,scraped_datetime,updated_datetime,source
False,Non Partisan,4563,0.0596,RAUL CEDILLO,,,,long-beach-city-primary-nominating-election-mayor,LONG BEACH CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,33791,0.4411,REX RICHARDSON,,,,long-beach-city-primary-nominating-election-mayor,LONG BEACH CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,28331,0.3698,SUZIE PRICE,,,,long-beach-city-primary-nominating-election-mayor,LONG BEACH CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,417,0.0807,LEE R. CHARLEY,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-1st-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1477,0.2858,MARIELA SALGADO,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-1st-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2597,0.5025,MARY L. ZENDEJAS,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-1st-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,441,0.0853,STEVEN ESTRADA,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-1st-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,236,0.0457,ZACK DEERE,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-1st-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1196,0.0878,DEBORAH CASTRO,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2249,0.1651,GREG MAGNUSON,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2773,0.2036,KAILEE CARUSO,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3051,0.224,KRISTINA DUGGAN,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1665,0.1222,MARK GUILLEN,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2686,0.1972,NIMA J. NOVIN,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4575,0.3076,IAN PATTON,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-5th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1580,0.1062,JEANNINE BEDARD,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-5th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1507,0.1013,LINDA VALDEZ,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-5th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,7211,0.4848,MEGAN KERR,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-5th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,543,0.0938,ALEJANDRO CORTEZ,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-7th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 7th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1770,0.3056,CARLOS S. OVALLE,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-7th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 7th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,128,0.0221,RAUL V. JALLORINA,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-7th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 7th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3351,0.5786,ROBERTO URANGA,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-7th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 7th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,953,0.2339,GINNY GONZALES,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-9th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 9th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,580,0.1424,GUS OROZCO,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-9th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 9th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2007,0.4926,JONI RICKS-ODDIE,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-9th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 9th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,534,0.1311,RAUL NARIO,,,,long-beach-city-primary-nominating-election-member-of-the-city-council-9th-district,"LONG BEACH CITY PRIMARY NOMINATING ELECTION Member of the City Council, 9th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,137554,0.2423,FAISAL M. GILL,,,,los-angeles-city-primary-nominating-election-city-attorney,LOS ANGELES CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,112978,0.199,HYDEE FELDSTEIN SOTO,,,,los-angeles-city-primary-nominating-election-city-attorney,LOS ANGELES CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,51606,0.0909,KEVIN JAMES,,,,los-angeles-city-primary-nominating-election-city-attorney,LOS ANGELES CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,112842,0.1987,MARINA TORRES,,,,los-angeles-city-primary-nominating-election-city-attorney,LOS ANGELES CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,93660,0.165,RICHARD KIM,,,,los-angeles-city-primary-nominating-election-city-attorney,LOS ANGELES CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,30421,0.0536,SHERRI ONICA VALLE COLE,,,,los-angeles-city-primary-nominating-election-city-attorney,LOS ANGELES CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,28716,0.0506,TEDDY KAPUR,,,,los-angeles-city-primary-nominating-election-city-attorney,LOS ANGELES CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,39240,0.0704,DAVID T. VAHEDI,,,,los-angeles-city-primary-nominating-election-controller,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Controller,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,21984,0.0394,J. CAROLAN O'GABHANN,,,,los-angeles-city-primary-nominating-election-controller,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Controller,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,240374,0.4312,KENNETH MEJIA,,,,los-angeles-city-primary-nominating-election-controller,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Controller,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,131921,0.2367,PAUL KORETZ,,,,los-angeles-city-primary-nominating-election-controller,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Controller,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,21769,0.0391,REID LIDOW,,,,los-angeles-city-primary-nominating-election-controller,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Controller,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,13460,0.0241,ROB WILCOX,,,,los-angeles-city-primary-nominating-election-controller,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Controller,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,88678,0.1591,STEPHANIE CLEMENTS,,,,los-angeles-city-primary-nominating-election-controller,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Controller,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6153,0.0095,ALEX GRUENENFELDER SMITH,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,9405,0.0146,ANDREW KIM,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2439,0.0038,CRAIG E. GREIWE,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,44341,0.0686,GINA VIOLA,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4485,0.0069,JOE BUSCAINO,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1511,0.0023,"JOHN ""JSAMUEL"" JACKSON",,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,278511,0.4311,KAREN RUTH BASS,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,50372,0.078,KEVIN DE LEÓN,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2336,0.0036,MEL WILSON,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,12087,0.0187,MIKE FEUER,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1916,0.003,RAMIT VARMA,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,232490,0.3599,RICK J. CARUSO,,,,los-angeles-city-primary-nominating-election-mayor,LOS ANGELES CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,16108,0.5404,EUNISSES HERNANDEZ,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-1st-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,13700,0.4596,"GILBERT ""GIL"" CEDILLO",,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-1st-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,24659,0.6642,BOB BLUMENFIELD,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,12469,0.3358,SCOTT SILVERSTEIN,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-3rd-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6268,0.1095,JIMMY BIBLARZ,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-5th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,28039,0.4897,KATY YOUNG YAROSLAVSKY,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-5th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,16998,0.2969,SAM YEBRI,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-5th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,5954,0.104,SCOTT EPSTEIN,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-5th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,9577,0.3209,ELISA AVALOS,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-7th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 7th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,20267,0.6791,MONICA RODRIGUEZ,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-7th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 7th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,8286,0.6614,"CURREN D. PRICE, JR.",,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-9th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 9th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4242,0.3386,DULCE VASQUEZ,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-9th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 9th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,5805,0.0877,ALLISON HOLDORFF POLHILL,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,22939,0.3467,ERIN DARLING,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6565,0.0992,GREG GOOD,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3286,0.0497,JIM MUREZ,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2590,0.0391,MAT SMITH,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1116,0.0169,"MIDSANON ""SONI"" LLOYD",,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4702,0.0711,MIKE NEWHOUSE,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,19168,0.2897,TRACI PARK,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-11th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 11th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2081,0.044,ALBERT CORADO,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-13th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 13th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,19196,0.4063,HUGO SOTO-MARTINEZ,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-13th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 13th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,7371,0.156,KATE PYNOOS,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-13th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 13th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,14952,0.3165,MITCH O'FARRELL,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-13th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 13th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3648,0.0772,STEVE JOHNSON,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-13th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 13th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4512,0.1719,ANTHONY SANTICH,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-15th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 15th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4137,0.1576,BRYANT ODEGA,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-15th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 15th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,7704,0.2936,DANIELLE SANDOVAL,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-15th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 15th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,9891,0.3769,TIM MCOSKER,,,,los-angeles-city-primary-nominating-election-member-of-the-city-council-15th-district,"LOS ANGELES CITY PRIMARY NOMINATING ELECTION Member of the City Council, 15th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,373956,0.6767,YES,,,,los-angeles-city-special-municipal-election-measure-bb,LOS ANGELES CITY SPECIAL MUNICIPAL ELECTION - MEASURE BB,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,178665,0.3233,NO,,,,los-angeles-city-special-municipal-election-measure-bb,LOS ANGELES CITY SPECIAL MUNICIPAL ELECTION - MEASURE BB,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2483,0.6098,YES,,,,lynwood-city-special-municipal-election-measure-r,LYNWOOD CITY SPECIAL MUNICIPAL ELECTION - MEASURE R,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1589,0.3902,NO,,,,lynwood-city-special-municipal-election-measure-r,LYNWOOD CITY SPECIAL MUNICIPAL ELECTION - MEASURE R,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4352,0.3198,YES,,,,manhattan-beach-city-special-municipal-election-measure-a,MANHATTAN BEACH CITY SPECIAL MUNICIPAL ELECTION - MEASURE A,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,9255,0.6802,NO,,,,manhattan-beach-city-special-municipal-election-measure-a,MANHATTAN BEACH CITY SPECIAL MUNICIPAL ELECTION - MEASURE A,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1861,0.2397,YES,,,,monrovia-city-general-municipal-election-measure-rm,MONROVIA CITY GENERAL MUNICIPAL ELECTION - MEASURE RM,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,5903,0.7603,NO,,,,monrovia-city-general-municipal-election-measure-rm,MONROVIA CITY GENERAL MUNICIPAL ELECTION - MEASURE RM,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6692,1.0,ALICE D. ATKINS,,,,monrovia-city-general-municipal-election-city-clerk,MONROVIA CITY GENERAL MUNICIPAL ELECTION City Clerk,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6043,1.0,STEPHEN R. BAKER,,,,monrovia-city-general-municipal-election-city-treasurer,MONROVIA CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6426,0.8621,BECKY A. SHEVLIN,,,,monrovia-city-general-municipal-election-mayor,MONROVIA CITY GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1028,0.1379,STEPHEN H. GROLLNEK,,,,monrovia-city-general-municipal-election-mayor,MONROVIA CITY GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1429,0.1079,EDWARD BELDEN,,,,monrovia-city-general-municipal-election-member-of-the-city-council,MONROVIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,696,0.0525,GENIA MILLS,,,,monrovia-city-general-municipal-election-member-of-the-city-council,MONROVIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3307,0.2496,LARRY J. SPICER,,,,monrovia-city-general-municipal-election-member-of-the-city-council,MONROVIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2533,0.1912,SASHA ZAROYAN,,,,monrovia-city-general-municipal-election-member-of-the-city-council,MONROVIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2121,0.1601,SERGIO JIMENEZ,,,,monrovia-city-general-municipal-election-member-of-the-city-council,MONROVIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3163,0.2387,TAMALA KELLY,,,,monrovia-city-general-municipal-election-member-of-the-city-council,MONROVIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,358,0.0683,ALLEN ALBERT GOMEZ,,,,paramount-city-general-municipal-election-member-of-the-city-council,PARAMOUNT CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
