incumbent,party,votes,votes_percent,candidate_name,description,geography,precincts_reporting,slug,race_name,scraped_datetime,updated_datetime,source
False,Non Partisan,22352,0.0656,ROXANNE BECKFORD HOGE,,Los Angeles County,,supervisor-3rd-district,"Supervisor, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,965,0.3008,ALICIA ROMERO,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1310,0.4084,ANA MARIA QUINTANA,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,250,0.0779,MARCOS A. OLIVA,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,683,0.2129,NESTOR ENRIQUE VALENCIA,,,,bell-city-general-municipal-election-member-of-the-city-council,BELL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6405,0.8151,YES,,,,beverly-hills-city-general-municipal-election-measure-tl,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION - MEASURE TL,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1453,0.1849,NO,,,,beverly-hills-city-general-municipal-election-measure-tl,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION - MEASURE TL,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,619,0.0938,GABRIELLE PANTERA-ROWE,,,,beverly-hills-city-general-municipal-election-city-treasurer,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,4100,0.6215,HOWARD S. FISHER,,,,beverly-hills-city-general-municipal-election-city-treasurer,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1878,0.2847,JAKE MANASTER,,,,beverly-hills-city-general-municipal-election-city-treasurer,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,351,0.0183,"AKSHAT ""AB"" BHATIA",,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2476,0.1291,ANDY LICHT,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,834,0.0435,DARIAN BOJEAUX,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2634,0.1373,JOHN A. MIRISCH,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,405,0.0211,KEVIN KUGLEY,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3571,0.1862,LESTER FRIEDMAN,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2560,0.1335,ROBERT (BOB) WUNDERLICH,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,346,0.018,ROBIN ROWE,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3565,0.1859,SHARONA NAZARIAN,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,512,0.0267,SHIVA GORDON BAGHERI,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1924,0.1003,VERA MARKOWITZ,,,,beverly-hills-city-general-municipal-election-member-of-the-city-council,BEVERLY HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,428,0.6341,ANNI MARSHALL,,,,city-of-avalon-general-municipal-election-mayor,CITY OF AVALON GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,247,0.3659,CINDE MACGUGAN-CASSIDY,,,,city-of-avalon-general-municipal-election-mayor,CITY OF AVALON GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,196,0.1591,CARL JOHNSON,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,366,0.2971,MARY SCHICKLING,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,335,0.2719,MICHAEL PONCE,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,335,0.2719,OLEY OLSEN,,,,city-of-avalon-general-municipal-election-member-of-the-city-council,CITY OF AVALON GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,229,0.3403,YES,,,,city-of-avalon-special-municipal-election-measure-s,CITY OF AVALON SPECIAL MUNICIPAL ELECTION - MEASURE S,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,444,0.6597,NO,,,,city-of-avalon-special-municipal-election-measure-s,CITY OF AVALON SPECIAL MUNICIPAL ELECTION - MEASURE S,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,312,0.465,YES,,,,city-of-avalon-special-municipal-election-measure-tt,CITY OF AVALON SPECIAL MUNICIPAL ELECTION - MEASURE TT,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,359,0.535,NO,,,,city-of-avalon-special-municipal-election-measure-tt,CITY OF AVALON SPECIAL MUNICIPAL ELECTION - MEASURE TT,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,342,0.0791,ALFONSO GARATE JR.,,,,commerce-city-general-municipal-election-member-of-the-city-council,COMMERCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,859,0.1988,IVAN ALTAMIRANO,,,,commerce-city-general-municipal-election-member-of-the-city-council,COMMERCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,959,0.2219,KEVIN LAINEZ,,,,commerce-city-general-municipal-election-member-of-the-city-council,COMMERCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,728,0.1684,LEONARD MENDOZA,,,,commerce-city-general-municipal-election-member-of-the-city-council,COMMERCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1049,0.2427,MIREYA GARCIA,,,,commerce-city-general-municipal-election-member-of-the-city-council,COMMERCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,385,0.0891,YVETTE GAYTAN,,,,commerce-city-general-municipal-election-member-of-the-city-council,COMMERCE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3414,0.5219,"ANDREW ""DREW"" ALEMAN",,,,covina-city-general-municipal-election-city-clerk,COVINA CITY GENERAL MUNICIPAL ELECTION City Clerk,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3127,0.4781,MARY LOU WALCZAK,,,,covina-city-general-municipal-election-city-clerk,COVINA CITY GENERAL MUNICIPAL ELECTION City Clerk,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3027,0.4631,GEOFFREY COBBETT,,,,covina-city-general-municipal-election-city-treasurer,COVINA CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3510,0.5369,NEIL POLZIN,,,,covina-city-general-municipal-election-city-treasurer,COVINA CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,684,0.5948,HECTOR DELGADO,,,,covina-city-general-municipal-election-member-of-the-city-council-1st-district,"COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,241,0.2096,JONATHON HARRIS,,,,covina-city-general-municipal-election-member-of-the-city-council-1st-district,"COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,225,0.1957,MARTIN DOMINGUEZ,,,,covina-city-general-municipal-election-member-of-the-city-council-1st-district,"COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,303,0.2023,DAMIAN CATALAN,,,,covina-city-general-municipal-election-member-of-the-city-council-3rd-district,"COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,450,0.3004,"JOSEPH ""JOE"" RODRIGUEZ",,,,covina-city-general-municipal-election-member-of-the-city-council-3rd-district,"COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,745,0.4973,VICTOR LINARES,,,,covina-city-general-municipal-election-member-of-the-city-council-3rd-district,"COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1140,1.0,JOHN C. KING,,,,covina-city-general-municipal-election-member-of-the-city-council-5th-district,"COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,7180,1.0,MINA SEMENZA,,,,gardena-city-general-municipal-election-city-clerk,GARDENA CITY GENERAL MUNICIPAL ELECTION City Clerk,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3028,0.3957,GUY HAJIME MATO,,,,gardena-city-general-municipal-election-city-treasurer,GARDENA CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1847,0.2413,KATHLEEN SUSAN EVANS,,,,gardena-city-general-municipal-election-city-treasurer,GARDENA CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2778,0.363,LOUIS ENRIQUEZ,,,,gardena-city-general-municipal-election-city-treasurer,GARDENA CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,7104,1.0,TASHA CERDA,,,,gardena-city-general-municipal-election-mayor,GARDENA CITY GENERAL MUNICIPAL ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3664,0.2909,HAROUT (ART) KASKANIAN,,,,gardena-city-general-municipal-election-member-of-the-city-council,GARDENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,5115,0.4061,RODNEY G. TANAKA,,,,gardena-city-general-municipal-election-member-of-the-city-council,GARDENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3815,0.3029,WANDA LOVE,,,,gardena-city-general-municipal-election-member-of-the-city-council,GARDENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,14771,0.473,GREG KRIKORIAN,,,,glendale-city-general-municipal-election-city-clerk,GLENDALE CITY GENERAL MUNICIPAL ELECTION City Clerk,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,16456,0.527,SUZIE ABAJIAN,,,,glendale-city-general-municipal-election-city-clerk,GLENDALE CITY GENERAL MUNICIPAL ELECTION City Clerk,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,24386,1.0,RAFI MANOUKIAN,,,,glendale-city-general-municipal-election-city-treasurer,GLENDALE CITY GENERAL MUNICIPAL ELECTION City Treasurer,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,9859,0.1203,ANITA QUIÑONEZ GABRIELIAN,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,11881,0.145,ARA JAMES NAJARIAN,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,15621,0.1906,DAN BROTMAN,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,13165,0.1606,ELEN ASATRYAN,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3070,0.0375,ISABEL VALENCIA-TEVANYAN,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,7819,0.0954,JORDAN HENRY,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,8804,0.1074,KAREN KWAK,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,11735,0.1432,VREJ AGAJANIAN,,,,glendale-city-general-municipal-election-member-of-the-city-council,GLENDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2600,0.4411,KARINA MACIAS,,,,huntington-park-city-general-municipal-election-member-of-the-city-council,HUNTINGTON PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2151,0.3649,"MANUEL ""MANNY"" AVILA",,,,huntington-park-city-general-municipal-election-member-of-the-city-council,HUNTINGTON PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1143,0.1939,VICENTE CADENA,,,,huntington-park-city-general-municipal-election-member-of-the-city-council,HUNTINGTON PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2510,0.2316,"JOHN ""JACK"" SCHAEDEL",,,,la-canada-flintridge-city-general-municipal-election-member-of-the-city-council,LA CAÑADA FLINTRIDGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3159,0.2914,KIM BOWMAN,,,,la-canada-flintridge-city-general-municipal-election-member-of-the-city-council,LA CAÑADA FLINTRIDGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2012,0.1856,MARIJA DECKER,,,,la-canada-flintridge-city-general-municipal-election-member-of-the-city-council,LA CAÑADA FLINTRIDGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,3158,0.2914,MICHAEL DAVITT,,,,la-canada-flintridge-city-general-municipal-election-member-of-the-city-council,LA CAÑADA FLINTRIDGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,570,0.3434,ANDREW SAREGA,,,,la-mirada-city-general-municipal-election-member-of-the-city-council-2nd-district,"LA MIRADA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,567,0.3416,CHRIS PFLANZER,,,,la-mirada-city-general-municipal-election-member-of-the-city-council-2nd-district,"LA MIRADA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,523,0.3151,DAVID CONSTANTINE,,,,la-mirada-city-general-municipal-election-member-of-the-city-council-2nd-district,"LA MIRADA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,768,0.4669,MUIR DAVIS,,,,la-verne-city-general-municipal-election-member-of-the-city-council-1st-district,"LA VERNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,877,0.5331,STEVEN FRANK JOHNSON,,,,la-verne-city-general-municipal-election-member-of-the-city-council-1st-district,"LA VERNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,932,0.4555,M. JOSEPH GABALDON,,,,la-verne-city-general-municipal-election-member-of-the-city-council-3rd-district,"LA VERNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1114,0.5445,"MESHAL ""KASH"" KASHIFALGHITA",,,,la-verne-city-general-municipal-election-member-of-the-city-council-3rd-district,"LA VERNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,232,0.1251,ESTELLA V. MALDONADO,,,,la-verne-city-general-municipal-election-member-of-the-city-council-4th-district,"LA VERNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,66,0.0356,RICH GILL,,,,la-verne-city-general-municipal-election-member-of-the-city-council-4th-district,"LA VERNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1557,0.8394,TIM HEPBURN,,,,la-verne-city-general-municipal-election-member-of-the-city-council-4th-district,"LA VERNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,743,0.226,MICHELLE HAMLIN,,,,lakewood-city-general-municipal-election-member-of-the-city-council-1st-district,"LAKEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2544,0.774,TODD ROGERS,,,,lakewood-city-general-municipal-election-member-of-the-city-council-1st-district,"LAKEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,660,0.2193,GREGORY SLAUGHTER,,,,lakewood-city-general-municipal-election-member-of-the-city-council-2nd-district,"LAKEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,941,0.3127,LAURA SANCHEZ RAMIREZ,,,,lakewood-city-general-municipal-election-member-of-the-city-council-2nd-district,"LAKEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1408,0.4679,STEVE CROFT,,,,lakewood-city-general-municipal-election-member-of-the-city-council-2nd-district,"LAKEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,897,0.5333,CASSANDRA CHASE,,,,lakewood-city-general-municipal-election-member-of-the-city-council-5th-district,"LAKEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,785,0.4667,VERONICA LUCIO,,,,lakewood-city-general-municipal-election-member-of-the-city-council-5th-district,"LAKEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,38633,0.5482,DAWN MCINTOSH,,,,long-beach-city-primary-nominating-election-city-attorney,LONG BEACH CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,31838,0.4518,GERRIE SCHIPSKE,,,,long-beach-city-primary-nominating-election-city-attorney,LONG BEACH CITY PRIMARY NOMINATING ELECTION City Attorney,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,27958,0.3973,DANIEL MILES,,,,long-beach-city-primary-nominating-election-city-auditor,LONG BEACH CITY PRIMARY NOMINATING ELECTION City Auditor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,42409,0.6027,LAURA L. DOUD,,,,long-beach-city-primary-nominating-election-city-auditor,LONG BEACH CITY PRIMARY NOMINATING ELECTION City Auditor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,39812,0.5632,DOUG HAUBERT,,,,long-beach-city-primary-nominating-election-city-prosecutor,LONG BEACH CITY PRIMARY NOMINATING ELECTION City Prosecutor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,15953,0.2257,GEORGE MOYER,,,,long-beach-city-primary-nominating-election-city-prosecutor,LONG BEACH CITY PRIMARY NOMINATING ELECTION City Prosecutor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,14923,0.2111,NICK LIDDI III,,,,long-beach-city-primary-nominating-election-city-prosecutor,LONG BEACH CITY PRIMARY NOMINATING ELECTION City Prosecutor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,1511,0.0197,DEB MOZER,,,,long-beach-city-primary-nominating-election-mayor,LONG BEACH CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,2121,0.0277,FRANKLIN I. SIMS,,,,long-beach-city-primary-nominating-election-mayor,LONG BEACH CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
False,Non Partisan,6286,0.0821,JOSHUA RODRIGUEZ,,,,long-beach-city-primary-nominating-election-mayor,LONG BEACH CITY PRIMARY NOMINATING ELECTION Mayor,2022-10-25T09:34:09.352288-07:00,2022-07-01T11:38:48.247,los_angeles_county
