raw_id,raw_name,include,clean_geography,clean_name
8733,"MEMBER OF THE STATE ASSEMBLY, 53rd District",No,California,"State Assembly, 53rd District"
8734,"MEMBER OF THE STATE ASSEMBLY, 54th District",No,California,"State Assembly, 54th District"
8735,"MEMBER OF THE STATE ASSEMBLY, 55th District",No,California,"State Assembly, 55th District"
8736,"MEMBER OF THE STATE ASSEMBLY, 56th District",No,California,"State Assembly, 56th District"
8737,"MEMBER OF THE STATE ASSEMBLY, 57th District",No,California,"State Assembly, 57th District"
8738,"MEMBER OF THE STATE ASSEMBLY, 61st District",No,California,"State Assembly, 61st District"
8739,"MEMBER OF THE STATE ASSEMBLY, 62nd District",No,California,"State Assembly, 62nd District"
8739,"MEMBER OF THE STATE ASSEMBLY, 62nd District",No,California,"State Assembly, 62nd District"
8740,"MEMBER OF THE STATE ASSEMBLY, 64th District",No,California,"State Assembly, 64th District"
8741,"MEMBER OF THE STATE ASSEMBLY, 65th District",No,California,"State Assembly, 65th District"
8741,"MEMBER OF THE STATE ASSEMBLY, 65th District",No,California,"State Assembly, 65th District"
8742,"MEMBER OF THE STATE ASSEMBLY, 66th District",No,California,"State Assembly, 66th District"
8743,"MEMBER OF THE STATE ASSEMBLY, 67th District",No,California,"State Assembly, 67th District"
8744,"MEMBER OF THE STATE ASSEMBLY, 69th District",No,California,"State Assembly, 69th District"
8559,AGOURA HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Agoura Hills,City Council
8559,AGOURA HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Agoura Hills,City Council
8650,"ALHAMBRA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, First District",Yes,Alhambra,"City Council, 1st District"
8692,"ALHAMBRA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, Second District",Yes,Alhambra,"City Council, 2nd District"
8693,"ALHAMBRA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, Fifth District",Yes,Alhambra,"City Council, 5th District"
8629,"ARCADIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Arcadia,"City Council, 2nd District"
8629,"ARCADIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Arcadia,"City Council, 2nd District"
8630,"ARCADIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Arcadia,"City Council, 3rd District"
8631,"ARCADIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Arcadia,"City Council, 5th District"
8631,"ARCADIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Arcadia,"City Council, 5th District"
8560,ARTESIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Artesia,City Council
8560,ARTESIA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Artesia,City Council
8671,AZUSA CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Azusa,City Clerk
8672,AZUSA CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Azusa,City Treasurer
8562,AZUSA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Azusa,City Council
8562,AZUSA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Azusa,City Council
8561,AZUSA CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Azusa,Mayor
8694,"AZUSA CITY GENERAL MUNICIPAL ELECTION Member of the City Council (Unexpired term ending November 12, 2024)",Yes,Azusa,"City Council (Unexpired term ending November 12, 2024)"
8694,"AZUSA CITY GENERAL MUNICIPAL ELECTION Member of the City Council (Unexpired term ending November 12, 2024)",Yes,Azusa,"City Council (Unexpired term ending November 12, 2024)"
8564,BALDWIN PARK CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Baldwin Park,City Clerk
8566,BALDWIN PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Baldwin Park,the City Council
8566,BALDWIN PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Baldwin Park,the City Council
8563,BALDWIN PARK CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Baldwin Park,Mayor
8565,BALDWIN PARK CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Baldwin Park,City Treasurer
8874,BELL GARDENS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Bell Gardens,City Council
8874,BELL GARDENS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Bell Gardens,City Council
8633,"BELLFLOWER CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Bellflower,"City Council, 1st District"
8633,"BELLFLOWER CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Bellflower,"City Council, 1st District"
8635,"BELLFLOWER CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Bellflower,"City Council, 5th District"
8636,BURBANK CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Burbank,City Clerk
8636,BURBANK CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Burbank,City Clerk
8637,BURBANK CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Burbank,City Treasurer
8638,BURBANK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Burbank,City Council
8638,BURBANK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Burbank,City Council
8567,CALABASAS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Calabasas,City Council
8567,CALABASAS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Calabasas,City Council
8639,CARSON CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Carson,City Clerk
8639,CARSON CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Carson,City Clerk
8640,CARSON CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Carson,City Treasurer
8641,"CARSON CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Carson,"City Council, 2nd District"
8641,"CARSON CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Carson,"City Council, 2nd District"
8642,"CARSON CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,Carson,"City Council, 4th District"
8643,"CLAREMONT CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Claremont,"City Council, 2nd District"
8643,"CLAREMONT CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Claremont,"City Council, 2nd District"
8644,"CLAREMONT CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Claremont,"City Council, 3rd District"
8645,"CLAREMONT CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,Claremont,"City Council, 4th District"
8568,CUDAHY CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Cudahy,City Council
8569,CULVER CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Culver City,City Council
8569,CULVER CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Culver City,City Council
8646,"DIAMOND BAR CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Diamond Bar,"City Council, 1st District"
8646,"DIAMOND BAR CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Diamond Bar,"City Council, 1st District"
8647,"DIAMOND BAR CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Diamond Bar,"City Council, 3rd District"
8648,"DIAMOND BAR CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,Diamond Bar,"City Council, 4th District"
8648,"DIAMOND BAR CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,Diamond Bar,"City Council, 4th District"
8572,"DOWNEY CITY GENERAL MUNICIPAL ELECTION Council Member, District 002",Yes,Downey,"City Council, District 2"
8574,"DOWNEY CITY GENERAL MUNICIPAL ELECTION Council Member, District 004",Yes,Downey,"City Council, District 4"
8574,"DOWNEY CITY GENERAL MUNICIPAL ELECTION Council Member, District 004",Yes,Downey,"City Council, District 4"
8575,"DUARTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Duarte,"City Council, 1st District"
8573,"DUARTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,Duarte,"City Council, 4th District"
8573,"DUARTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,Duarte,"City Council, 4th District"
8576,"DUARTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Duarte,"City Council, 5th District"
8577,"DUARTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 6th District",Yes,Duarte,"City Council, 6th District"
8673,"EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,El Monte,"City Council, 2nd District"
8674,"EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,El Monte,"City Council, 3rd District"
8675,"EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,El Monte,"City Council, 5th District"
8675,"EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,El Monte,"City Council, 5th District"
8676,"EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 6th District",Yes,El Monte,"City Council, 6th District"
8579,EL MONTE CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,El Monte,City Clerk
8579,EL MONTE CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,El Monte,City Clerk
8578,EL MONTE CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,El Monte,Mayor
8580,EL MONTE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,El Monte,City Treasurer
8580,EL MONTE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,El Monte,City Treasurer
8570,EL SEGUNDO CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,El Segundo,City Council
8677,"HAWAIIAN GARDENS CITY GENERAL MUNICIPAL ELECTION Member of the City Council (Unexpired term ending November 5, 2024)",Yes,Hawaiian Gardens,"City Council (Unexpired term ending November 5, 2024)"
8677,"HAWAIIAN GARDENS CITY GENERAL MUNICIPAL ELECTION Member of the City Council (Unexpired term ending November 5, 2024)",Yes,Hawaiian Gardens,"City Council (Unexpired term ending November 5, 2024)"
8678,HAWAIIAN GARDENS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hawaiian Gardens,City Council
8678,HAWAIIAN GARDENS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hawaiian Gardens,City Council
8581,HAWTHORNE CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Hawthorne,City Clerk
8582,HAWTHORNE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Hawthorne,City Treasurer
8582,HAWTHORNE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Hawthorne,City Treasurer
8583,HAWTHORNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hawthorne,City Council
8583,HAWTHORNE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hawthorne,City Council
8833,HERMOSA BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hermosa Beach,City Council
8833,HERMOSA BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hermosa Beach,City Council
8571,HIDDEN HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hidden Hills,City Council
8571,HIDDEN HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Hidden Hills,City Council
8859,"INGLEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Inglewood,"City Council, 1st District"
8859,"INGLEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Inglewood,"City Council, 1st District"
8860,"INGLEWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Inglewood,"City Council, 2nd District"
8845,INGLEWOOD CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Inglewood,Mayor
8584,IRWINDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Irwindale,City Council
8680,LA PUENTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,La Puente,City Council
8680,LA PUENTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,La Puente,City Council
8699,"LA PUENTE CITY SPECIAL MUNICIPAL ELECTION Member of the City Council (Unexpired term ending December 10, 2024)",Yes,La Puente,City Council
8796,LAWNDALE CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Lawndale,City Clerk
8796,LAWNDALE CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Lawndale,City Clerk
8797,LAWNDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Lawndale,City Council
8795,LAWNDALE CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Lawndale,Mayor
8795,LAWNDALE CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Lawndale,Mayor
8708,"LONG BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Long Beach,"City Council, 3rd District"
8709,"LONG BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Long Beach,"City Council, 5th District"
8709,"LONG BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Long Beach,"City Council, 5th District"
8711,"LONG BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 9th District",Yes,Long Beach,"City Council, 9th District"
8701,LONG BEACH CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Long Beach,Mayor
8701,LONG BEACH CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Long Beach,Mayor
8848,LOS ANGELES CITY GENERAL MUNICIPAL ELECTION City Attorney,Yes,Los Angeles,City Attorney
8849,LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Controller,Yes,Los Angeles,Controller
8849,LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Controller,Yes,Los Angeles,Controller
8868,"LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 11th District",Yes,Los Angeles,"City Council, 11th District"
8871,"LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 13th District",Yes,Los Angeles,"City Council, 13th District"
8871,"LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 13th District",Yes,Los Angeles,"City Council, 13th District"
8872,"LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 15th District",Yes,Los Angeles,"City Council, 15th District"
8867,"LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Los Angeles,"City Council, 5th District"
8867,"LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Los Angeles,"City Council, 5th District"
8847,LOS ANGELES CITY GENERAL MUNICIPAL ELECTION Mayor,Yes,Los Angeles,Mayor
8586,LYNWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Lynwood,City Council
8586,LYNWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Lynwood,City Council
8587,MALIBU CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Malibu,City Council
8587,MALIBU CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Malibu,City Council
8588,MANHATTAN BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Manhattan Beach,City Council
8588,MANHATTAN BEACH CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Manhattan Beach,City Council
8700,"MAYWOOD CITY GENERAL MUNICIPAL ELECTION City Clerk (Unexpired term ending December 1, 2024)",Yes,Maywood,"City Clerk (Unexpired term ending December 1, 2024)"
8589,MAYWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Maywood,City Council
8840,MONTEBELLO CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Montebello,City Treasurer
8801,"MONTEBELLO CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District (Unexpired term ending November 5, 2024)",Yes,Montebello,"City Council, 2nd District (Unexpired term ending November 5, 2024)"
8802,"MONTEBELLO CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District (Unexpired term ending November 5, 2024)",Yes,Montebello,"City Council, 4th District (Unexpired term ending November 5, 2024)"
8802,"MONTEBELLO CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District (Unexpired term ending November 5, 2024)",Yes,Montebello,"City Council, 4th District (Unexpired term ending November 5, 2024)"
8798,"MONTEBELLO CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Montebello,"City Council, 1st District"
8799,"MONTEBELLO CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Montebello,"City Council, 3rd District"
8800,"MONTEBELLO CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Montebello,"City Council, 5th District"
8800,"MONTEBELLO CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Montebello,"City Council, 5th District"
8695,MONTEREY PARK CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Monterey Park,City Clerk
8696,MONTEREY PARK CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Monterey Park,City Treasurer
8696,MONTEREY PARK CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Monterey Park,City Treasurer
8689,"MONTEREY PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 1st District",Yes,Monterey Park,"City Council, 1st District"
8690,"MONTEREY PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Monterey Park,"City Council, 5th District"
8690,"MONTEREY PARK CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Monterey Park,"City Council, 5th District"
8697,"MONTEREY PARK CITY SPECIAL MUNICIPAL ELECTION Member of the City Council, 3rd District (Unexpired term ending November 5, 2024)",Yes,Monterey Park,"City Council, 3rd District (Unexpired term ending November 5, 2024)"
8590,NORWALK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Norwalk,City Council
8590,NORWALK CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Norwalk,City Council
8591,"PALMDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Palmdale,"City Council, 3rd District"
8591,"PALMDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Palmdale,"City Council, 3rd District"
8592,"PALMDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,Palmdale,"City Council, 4th District"
8593,"PALMDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Palmdale,"City Council, 5th District"
8593,"PALMDALE CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Palmdale,"City Council, 5th District"
8594,PALOS VERDES ESTATES CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Palos Verdes,City Council
8594,PALOS VERDES ESTATES CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Palos Verdes,City Council
8595,PICO RIVERA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Pico Rivera,City Council
8596,"POMONA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Pomona,"City Council, 2nd District"
8596,"POMONA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,Pomona,"City Council, 2nd District"
8597,"POMONA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 3rd District",Yes,Pomona,"City Council, 3rd District"
8598,"POMONA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Pomona,"City Council, 5th District"
8598,"POMONA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,Pomona,"City Council, 5th District"
8599,RANCHO PALOS VERDES CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Rancho Palos Verdes,City Council
8599,RANCHO PALOS VERDES CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Rancho Palos Verdes,City Council
8600,ROLLING HILLS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Rolling Hills,City Council
8603,SAN FERNANDO CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,San Fernando,City Council
8688,SAN GABRIEL CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,San Gabriel,City Clerk
8688,SAN GABRIEL CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,San Gabriel,City Clerk
8687,SAN GABRIEL CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,San Gabriel,City Council
8602,SAN GABRIEL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,San Gabriel,City Council
8602,SAN GABRIEL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,San Gabriel,City Council
8973,SAN MARINO CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,San Marino,City Council
8973,SAN MARINO CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,San Marino,City Council
8604,SANTA CLARITA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Santa Clarita,City Council
8604,SANTA CLARITA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Santa Clarita,City Council
8605,SANTA FE SPRINGS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Sante Fe Springs,City Council
8605,SANTA FE SPRINGS CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Sante Fe Springs,City Council
8684,SANTA MONICA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Santa Monica,City Council
8684,SANTA MONICA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Santa Monica,City Council
8684,SANTA MONICA CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Santa Monica,City Council
8683,SANTA MONICA CITY GENERAL MUNICIPAL ELECTION Member of the Rent Control Board,Yes,Santa Monica,Rent Control Board
8842,SIERRA MADRE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Sierra Madre,City Council
8842,SIERRA MADRE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Sierra Madre,City Council
8606,SIGNAL HILL CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,Signal Hill,City Clerk
8607,SIGNAL HILL CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Signal Hill,City Treasurer
8607,SIGNAL HILL CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,Signal Hill,City Treasurer
8608,SIGNAL HILL CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Signal Hill,City Council
8609,SOUTH EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,South El Monte,City Council
8609,SOUTH EL MONTE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,South El Monte,City Council
8611,SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,South Pasadena,City Treasurer
8612,"SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,South Pasadena,"City Council, 4th District"
