raw_id,raw_name,include,clean_geography,clean_name
8612,"SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,South Pasadena,"City Council, 4th District"
8613,"SOUTH PASADENA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,South Pasadena,"City Council, 5th District"
8685,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,South Gate,City Clerk
8686,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,South Gate,City Treasurer
8686,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,South Gate,City Treasurer
8610,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,South Gate,City Council
8610,SOUTH GATE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,South Gate,City Council
8616,WEST HOLLYWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,West Hollywood,City Council
8616,WEST HOLLYWOOD CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,West Hollywood,City Council
8617,WEST COVINA CITY GENERAL MUNICIPAL ELECTION City Clerk,Yes,West Covina,City Clerk
8618,WEST COVINA CITY GENERAL MUNICIPAL ELECTION City Treasurer,Yes,West Covina,City Treasurer
8619,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,West Covina,"City Council, 2nd District"
8619,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 2nd District",Yes,West Covina,"City Council, 2nd District"
8620,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 4th District",Yes,West Covina,"City Council, 4th District"
8621,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,West Covina,"City Council, 5th District"
8621,"WEST COVINA CITY GENERAL MUNICIPAL ELECTION Member of the City Council, 5th District",Yes,West Covina,"City Council, 5th District"
8615,WESTLAKE VILLAGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Westlake Village,City Council
8615,WESTLAKE VILLAGE CITY GENERAL MUNICIPAL ELECTION Member of the City Council,Yes,Westlake Village,City Council
8430,"ANTELOPE VALLEY COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Antelope Valley Community College District,"Governing Board Member, Trustee Area No. 002"
8544,"CERRITOS COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 007",Yes,Cerritos Community College District,"Governing Board Member, Trustee Area No. 007"
8442,"CITRUS COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 003",Yes,Citrus Community College District,"Governing Board Member, Trustee Area No. 003"
8443,"COMPTON COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Compton Community College District,"Governing Board Member, Trustee Area No. 001"
8444,"COMPTON COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Compton Community College District,"Governing Board Member, Trustee Area No. 004"
8445,"COMPTON COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Compton Community College District,"Governing Board Member, Trustee Area No. 005"
8550,"LONG BEACH COMMUNITY COLLEGE DISTRICT Member, Board of Trustees, Trustee Area No. 003",Yes,Long Beach Community College District,"Board of Trustees, Trustee Area No. 003"
8551,"LONG BEACH COMMUNITY COLLEGE DISTRICT Member, Board of Trustees, Trustee Area No. 005",Yes,Long Beach Community College District,"Board of Trustees, Trustee Area No. 005"
8528,"LOS ANGELES COMMUNITY COLLEGE DISTRICT SPECIAL ELECTION Member of the Board of Trustees, Seat 007 (Unexpired term ending December 13, 2024)",Yes,Los Angeles Community College District,"Member of the Board of Trustees, Seat 007 (Unexpired term ending December 13, 2024)"
8515,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 002",Yes,Los Angeles Community College District,"Member of the Board of Trustees, Seat 002"
8516,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 004",Yes,Los Angeles Community College District,"Member of the Board of Trustees, Seat 004"
8516,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 004",Yes,Los Angeles Community College District,"Member of the Board of Trustees, Seat 004"
8517,"LOS ANGELES COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees, Seat 006",Yes,Los Angeles Community College District,"Member of the Board of Trustees, Seat 006"
8811,"RIO HONDO COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Rio Hondo Community College District,"Governing Board Member, Trustee Area No. 001"
8813,"RIO HONDO COMMUNITY COLLEGE DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Rio Hondo Community College District,"Governing Board Member, Trustee Area No. 005"
8681,SANTA MONICA COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees,Yes,Santa Monica Community College District,Member of the Board of Trustees
8681,SANTA MONICA COMMUNITY COLLEGE DISTRICT Member of the Board of Trustees,Yes,Santa Monica Community College District,Member of the Board of Trustees
8426,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,ABC Unified School District,"Governing Board Member, Trustee Area No. 002"
8427,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,ABC Unified School District,"Governing Board Member, Trustee Area No. 003"
8427,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,ABC Unified School District,"Governing Board Member, Trustee Area No. 003"
8428,"ABC UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 006",Yes,ABC Unified School District,"Governing Board Member, Trustee Area No. 006"
8806,"ALHAMBRA UNIFIED SCHOOL DISTRICT Member, Board of Education, Trustee Area No. 004",Yes,Alhambra Unified School District,"Board of Education, Trustee Area No. 004"
8806,"ALHAMBRA UNIFIED SCHOOL DISTRICT Member, Board of Education, Trustee Area No. 004",Yes,Alhambra Unified School District,"Board of Education, Trustee Area No. 004"
8807,"ALHAMBRA UNIFIED SCHOOL DISTRICT Member, Board of Education, Trustee Area No. 005",Yes,Alhambra Unified School District,"Member, Board of Education, Trustee Area No. 005"
8654,"AZUSA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,Azusa Unified School District,"Governing Board Member, Trustee Area No. 003"
8436,BALDWIN PARK UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Baldwin Park Unified School District,Governing Board Member
8437,BASSETT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Bassett Unified School District,Governing Board Member
8437,BASSETT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Bassett Unified School District,Governing Board Member
8438,BELLFLOWER UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Bellflower Unified School District,Governing Board Member
8541,BEVERLY HILLS UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Beverly Hills Unified School District,Governing Board Member
8858,"BONITA UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes,Bonita Unified School District,"Governing Board Member (Unexpired term ending December 13, 2024)"
8858,"BONITA UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes,Bonita Unified School District,"Governing Board Member (Unexpired term ending December 13, 2024)"
8857,"BONITA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Bonita Unified School District,"Governing Board Member, Trustee Area No. 002"
8856,"BONITA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,Bonita Unified School District,"Governing Board Member, Trustee Area No. 003"
8856,"BONITA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,Bonita Unified School District,"Governing Board Member, Trustee Area No. 003"
8439,BURBANK UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Burbank Unified School District,Governing Board Member
8439,BURBANK UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Burbank Unified School District,Governing Board Member
8658,"CLAREMONT UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Claremont Unified School District,"Governing Board Member, Trustee Area No. 004"
8546,"COVINA-VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Covina-Valley Unified School District,"Governing Board Member, Trustee Area No. 004"
8546,"COVINA-VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Covina-Valley Unified School District,"Governing Board Member, Trustee Area No. 004"
8446,CULVER CITY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Culver City Unified School District,Governing Board Member
8446,CULVER CITY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Culver City Unified School District,Governing Board Member
8855,"DUARTE UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes,Duarte Unified School District,"Governing Board Member (Unexpired term ending December 13, 2024)"
8659,"DUARTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Duarte Unified School District,"Governing Board Member, Trustee Area No. 004"
8659,"DUARTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Duarte Unified School District,"Governing Board Member, Trustee Area No. 004"
8660,"DUARTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Duarte Unified School District,"Governing Board Member, Trustee Area No. 005"
8454,EL RANCHO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,El Rancho Unified School District,Governing Board Member
8454,EL RANCHO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,El Rancho Unified School District,Governing Board Member
8455,EL SEGUNDO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,El Segundo Unified School District,Governing Board Member
8455,EL SEGUNDO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,El Segundo Unified School District,Governing Board Member
8504,"GLENDORA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Glendora Unified School District,"Governing Board Member, Trustee Area No. 001"
8505,"GLENDORA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Glendora Unified School District,"Governing Board Member, Trustee Area No. 002"
8505,"GLENDORA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Glendora Unified School District,"Governing Board Member, Trustee Area No. 002"
8501,"HACIENDA LA PUENTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Hacienda La Puente Unified School District,"Governing Board Member, Trustee Area No. 002"
8502,"HACIENDA LA PUENTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Hacienda La Puente Unified School District,"Governing Board Member, Trustee Area No. 004"
8503,"HACIENDA LA PUENTE UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Hacienda La Puente Unified School District,"Governing Board Member, Trustee Area No. 005"
8862,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 001",Yes,Inglewood Unified School District,"Board of Education, District 001"
8864,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 002",Yes,Inglewood Unified School District,"Board of Education, District 002"
8865,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 003",Yes,Inglewood Unified School District,"Board of Education, District 003"
8865,"INGLEWOOD UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 003",Yes,Inglewood Unified School District,"Board of Education, District 003"
8861,"INGLEWOOD UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Member of the Board of Education, District 005 (Unexpired term ending December 16, 2024)",Yes,Inglewood Unified School District,"Board of Education, District 005 (Unexpired term ending December 16, 2024)"
8460,LA CAÑADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,La Cañada Unified School District,Governing Board Member
8460,LA CAÑADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,La Cañada Unified School District,Governing Board Member
8547,LAS VIRGENES UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Las Virgenes Unified School District,Governing Board Member
8866,"LONG BEACH UNIFIED SCHOOL DISTRICT Governing Board Member, District 001",Yes,Long Beach Unified School District,"Governing Board Member, District 001"
8866,"LONG BEACH UNIFIED SCHOOL DISTRICT Governing Board Member, District 001",Yes,Long Beach Unified School District,"Governing Board Member, District 001"
8851,"LOS ANGELES UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 002",Yes,Los Angeles Unified School District,"Board of Education, District 002"
8852,"LOS ANGELES UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 006",Yes,Los Angeles Unified School District,"Board of Education, District 006"
8852,"LOS ANGELES UNIFIED SCHOOL DISTRICT Member of the Board of Education, District 006",Yes,Los Angeles Unified School District,"Board of Education, District 006"
8469,MANHATTAN BEACH UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Manhattan Beach Unified School District,Governing Board Member
8469,MANHATTAN BEACH UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Manhattan Beach Unified School District,Governing Board Member
8471,MONTEBELLO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Montebello Unified School District,Governing Board Member
8471,MONTEBELLO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Montebello Unified School District,Governing Board Member
8479,NORWALK-LA MIRADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Norwalk-La Mirada Unified School District,Governing Board Member
8479,NORWALK-LA MIRADA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Norwalk-La Mirada Unified School District,Governing Board Member
8788,"PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes,Palos Verdes Peninsula Unified School District,"Governing Board Member (Unexpired term ending December 13, 2024)"
8787,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Palos Verdes Peninsula Unified School District,Governing Board Member
8787,PALOS VERDES PENINSULA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Palos Verdes Peninsula Unified School District,Governing Board Member
8518,PARAMOUNT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Paramount Unified School District,Governing Board Member
8518,PARAMOUNT UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Paramount Unified School District,Governing Board Member
8703,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 001",Yes,Pasadena Unified School District,"Board of Education, District No. 001"
8704,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 003",Yes,Pasadena Unified School District,"Board of Education, District No. 003"
8704,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 003",Yes,Pasadena Unified School District,"Board of Education, District No. 003"
8705,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 005",Yes,Pasadena Unified School District,"Board of Education, District No. 005"
8706,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 007",Yes,Pasadena Unified School District,"Board of Education, District No. 007"
8706,"PASADENA UNIFIED SCHOOL DISTRICT Board of Education, District No. 007",Yes,Pasadena Unified School District,"Board of Education, District No. 007"
8481,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Pomona Unified School District,"Governing Board Member, Trustee Area No. 001"
8482,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Pomona Unified School District,"Governing Board Member, Trustee Area No. 004"
8482,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Pomona Unified School District,"Governing Board Member, Trustee Area No. 004"
8483,"POMONA UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Pomona Unified School District,"Governing Board Member, Trustee Area No. 005"
8791,"ROWLAND UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Rowland Unified School District,"Governing Board Member, Trustee Area No. 005"
8668,"SAN MARINO UNIFIED SCHOOL DISTRICT SPECIAL ELECTION Governing Board Member (Unexpired term ending December 13, 2024)",Yes,San Marino Unified School District,"Governing Board Member (Unexpired term ending December 13, 2024)"
8557,SAN MARINO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,San Marino Unified School District,Governing Board Member
8557,SAN MARINO UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,San Marino Unified School District,Governing Board Member
8682,SANTA MONICA-MALIBU UNIFIED SCHOOL DISTRICT Member of the Board of Education,Yes,Santa Monica-Malibu Unified School District,Board of Education
8682,SANTA MONICA-MALIBU UNIFIED SCHOOL DISTRICT Member of the Board of Education,Yes,Santa Monica-Malibu Unified School District,Board of Education
8556,"SNOWLINE JOINT UNIFIED SCHOOL DISTRICT Governing Board Member, Trustee Area No.1",Yes,Snowline Joint Unified School District,"Governing Board Member, Trustee Area No.1"
8491,WALNUT VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Walnut Valley Unified School District,Governing Board Member
8491,WALNUT VALLEY UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,Walnut Valley Unified School District,Governing Board Member
8492,WEST COVINA UNIFIED SCHOOL DISTRICT Governing Board Member,Yes,West Covina Unified School District,Governing Board Member
8433,"ANTELOPE VALLEY JOINT UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Antelope Valley Joint Union High School District,"Governing Board Member, Trustee Area No. 001"
8434,"ANTELOPE VALLEY JOINT UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Antelope Valley Joint Union High School District,"Governing Board Member, Trustee Area No. 004"
8435,"ANTELOPE VALLEY JOINT UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Antelope Valley Joint Union High School District,"Governing Board Member, Trustee Area No. 005"
8803,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Centinela Valley Union High School District,"Governing Board Member, Trustee Area No. 001"
8804,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Centinela Valley Union High School District,"Governing Board Member, Trustee Area No. 002"
8804,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Centinela Valley Union High School District,"Governing Board Member, Trustee Area No. 002"
8805,"CENTINELA VALLEY UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Centinela Valley Union High School District,"Governing Board Member, Trustee Area No. 005"
8662,"EL MONTE UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,El Monte Union High School District,"Governing Board Member, Trustee Area No. 004"
8663,"EL MONTE UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,El Monte Union High School District,"Governing Board Member, Trustee Area No. 005"
8511,"WHITTIER UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 004",Yes,Whittier Union High School District,"Governing Board Member, Trustee Area No. 004"
8512,"WHITTIER UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Whittier Union High School District,"Governing Board Member, Trustee Area No. 005"
8494,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,William S. Hart Union High School District,"Governing Board Member, Trustee Area No. 002"
8495,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,William S. Hart Union High School District,"Governing Board Member, Trustee Area No. 003"
8495,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,William S. Hart Union High School District,"Governing Board Member, Trustee Area No. 003"
8496,"WILLIAM S. HART UNION HIGH SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,William S. Hart Union High School District,"Governing Board Member, Trustee Area No. 005"
8524,"CASTAIC UNION SCHOOL DISTRICT Governing Board Member, Trustee Area E",Yes,Castaic Union School District,"Governing Board Member, Trustee Area E"
8524,"CASTAIC UNION SCHOOL DISTRICT Governing Board Member, Trustee Area E",Yes,Castaic Union School District,"Governing Board Member, Trustee Area E"
8453,EL MONTE CITY SCHOOL DISTRICT Governing Board Member,Yes,El Monte City School District,Governing Board Member
8821,"HUGHES-ELIZABETH LAKES UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Hughes-Elizabeth Lakes Union School District,"Governing Board Member, Trustee Area No. 005"
8459,KEPPEL UNION SCHOOL DISTRICT Governing Board Member,Yes,Keppel Union School District,Governing Board Member
8459,KEPPEL UNION SCHOOL DISTRICT Governing Board Member,Yes,Keppel Union School District,Governing Board Member
8466,"LAWNDALE SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Lawndale Union School District,"Governing Board Member, Trustee Area No. 002"
8552,"LOWELL JOINT SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Lowell Joint School District,"Governing Board Member, Trustee Area No. 002"
8552,"LOWELL JOINT SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Lowell Joint School District,"Governing Board Member, Trustee Area No. 002"
8810,MOUNTAIN VIEW SCHOOL DISTRICT Governing Board Member,Yes,Mountain View School District,Governing Board Member
8810,MOUNTAIN VIEW SCHOOL DISTRICT Governing Board Member,Yes,Mountain View School District,Governing Board Member
8476,"NEWHALL SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Newhall School District,"Governing Board Member, Trustee Area No. 001"
8477,"NEWHALL SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Newhall School District,"Governing Board Member, Trustee Area No. 002"
8477,"NEWHALL SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Newhall School District,"Governing Board Member, Trustee Area No. 002"
8480,PALMDALE SCHOOL DISTRICT Governing Board Member,Yes,Palmdale School District,Governing Board Member
8484,ROSEMEAD SCHOOL DISTRICT Governing Board Member,Yes,Rosemead School District,Governing Board Member
8484,ROSEMEAD SCHOOL DISTRICT Governing Board Member,Yes,Rosemead School District,Governing Board Member
8487,"SAUGUS UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 001",Yes,Saugus Union School District,"Governing Board Member, Trustee Area No. 001"
8488,"SAUGUS UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 002",Yes,Saugus Union School District,"Governing Board Member, Trustee Area No. 002"
8489,"SAUGUS UNION SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Saugus Union School District,"Governing Board Member, Trustee Area No. 005"
8490,VALLE LINDO SCHOOL DISTRICT Governing Board Member,Yes,Valle Lindo School District,Governing Board Member
8490,VALLE LINDO SCHOOL DISTRICT Governing Board Member,Yes,Valle Lindo School District,Governing Board Member
8493,"WHITTIER CITY SCHOOL DISTRICT Governing Board Member, Trustee Area No. 005",Yes,Whittier City School District,"Governing Board Member, Trustee Area No. 005"
8809,"WILSONA SCHOOL DISTRICT Governing Board Member, Trustee Area No. 003",Yes,Wilsona School District,"Governing Board Member, Trustee Area No. 003"
8391,"ANTELOPE VALLEY HEALTH CARE DISTRICT Member, Board of Directors",Yes,Antelope Valley Health Care District,Board of Directors
8391,"ANTELOPE VALLEY HEALTH CARE DISTRICT Member, Board of Directors",Yes,Antelope Valley Health Care District,Board of Directors
8873,"ANTELOPE VALLEY HEALTH CARE DISTRICT SPECIAL ELECTION Member, Board of Directors (Unexpired term ending December 6, 2024)",Yes,Antelope Valley Health Care District,"Board of Directors (Unexpired term ending December 6, 2024)"
8873,"ANTELOPE VALLEY HEALTH CARE DISTRICT SPECIAL ELECTION Member, Board of Directors (Unexpired term ending December 6, 2024)",Yes,Antelope Valley Health Care District,"Board of Directors (Unexpired term ending December 6, 2024)"
8392,"BEACH CITIES HEALTH DISTRICT Member, Board of Directors",Yes,Beach Cities Health District,Board of Directors
8403,"CENTRAL BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes,Central Basin Municipal Water District,"Board of Directors, Division 003"
8403,"CENTRAL BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes,Central Basin Municipal Water District,"Board of Directors, Division 003"
8409,"LAS VIRGENES MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes,Las Virgenes Municipal Water District,"Board of Directors, Division 003"
8415,"THREE VALLEYS MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes,Three Valleys Municipal Water District,"Board of Directors, Division 001"
8415,"THREE VALLEYS MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes,Three Valleys Municipal Water District,"Board of Directors, Division 001"
8416,"THREE VALLEYS MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 003",Yes,Three Valleys Municipal Water District,"Board of Directors, Division 003"
8418,"UPPER SAN GABRIEL VALLEY MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes,Upper San Gabriel Valley Municipal Water District,"Board of Directors, Division 001"
8418,"UPPER SAN GABRIEL VALLEY MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes,Upper San Gabriel Valley Municipal Water District,"Board of Directors, Division 001"
8419,"UPPER SAN GABRIEL VALLEY MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 005",Yes,Upper San Gabriel Valley Municipal Water District,"Board of Directors, Division 005"
8420,"WEST BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 001",Yes,West Basin Municipal Water District,"Board of Directors, Division 001"
8422,"WEST BASIN MUNICIPAL WATER DISTRICT Member, Board of Directors, Division 004",Yes,West Basin Municipal Water District,"Board of Directors, Division 004"
8423,"WATER REPLENISHMENT DISTRICT OF SOUTHERN CALIFORNIA Member, Board of Directors, Division 001",Yes,Water Replenishment District of Southern California,"Board of Directors, Division 001"
8424,"WATER REPLENISHMENT DISTRICT OF SOUTHERN CALIFORNIA Member, Board of Directors, Division 003",Yes,Water Replenishment District of Southern California,"Board of Directors, Division 003"
8425,"WATER REPLENISHMENT DISTRICT OF SOUTHERN CALIFORNIA Member, Board of Directors, Division 004",Yes,Water Replenishment District of Southern California,"Board of Directors, Division 004"
8624,"ANTELOPE VALLEY-EAST KERN WATER AGENCY Member, Board of Directors, Division 003",Yes,Antelope Valley-East Kern Water Agency,"Board of Directors, Division 003"
8782,"SANTA CLARITA VALLEY WATER AGENCY Member, Board of Directors, Division 001",Yes,Santa Clarity Valley Water Agency,"Board of Directors, Division 001"
8783,"SANTA CLARITA VALLEY WATER AGENCY Member, Board of Directors, Division 002",Yes,Santa Clarity Valley Water Agency,"Board of Directors, Division 002"
8784,"SANTA CLARITA VALLEY WATER AGENCY Member, Board of Directors, Division 003",Yes,Santa Clarity Valley Water Agency,"Board of Directors, Division 003"
8381,"CRESCENTA VALLEY WATER DISTRICT Member, Board of Directors",Yes,Crescenta Valley Water District,Board of Directors
8385,"ORCHARD DALE WATER DISTRICT Member, Board of Directors",Yes,Orchard Dale Water District,Board of Directors
8385,"ORCHARD DALE WATER DISTRICT Member, Board of Directors",Yes,Orchard Dale Water District,Board of Directors
8388,"ROWLAND WATER DISTRICT Member, Board of Directors, Division 003",Yes,Rowland Water District,"Board of Directors, Division 003"
8399,"PALMDALE WATER DISTRICT Member, Board of Directors, Division 002",Yes,Palmdale Water District,"Board of Directors, Division 002"
8399,"PALMDALE WATER DISTRICT Member, Board of Directors, Division 002",Yes,Palmdale Water District,"Board of Directors, Division 002"
8379,"WALNUT VALLEY WATER DISTRICT Member, Board of Directors, Division 002",Yes,Walnut Valley Water District,"Board of Directors, Division 002"
8774,JUDGE OF THE SUPERIOR COURT Office No. 060,Yes,Los Angeles County,Superior Court Judge Office No. 60
